시도명,시군구명,읍면동명,민원일자_월,꼬리물기_건수,불법유턴_건수,불법좌회전_건수,신호위반_건수,역주행_건수,정지선침범_건수,중앙선침범_건수,지정차로위반_건수,진로변경방법위반_건수
강원특별자치도,강릉시,강동면,2월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
강원특별자치도,강릉시,강동면,4월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
강원특별자치도,강릉시,강동면,5월,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,강동면,6월,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
강원특별자치도,강릉시,강동면,7월,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
강원특별자치도,강릉시,강동면,8월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
강원특별자치도,강릉시,강동면,9월,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
강원특별자치도,강릉시,강문동,1월,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
강원특별자치도,강릉시,강문동,3월,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,강문동,4월,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,강문동,5월,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
강원특별자치도,강릉시,강문동,7월,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0
강원특별자치도,강릉시,강문동,10월,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,강문동,11월,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
강원특별자치도,강릉시,강문동,12월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
강원특별자치도,강릉시,견소동,1월,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
강원특별자치도,강릉시,견소동,3월,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
강원특별자치도,강릉시,견소동,5월,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,견소동,6월,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
강원특별자치도,강릉시,견소동,9월,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,교동,1월,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0
강원특별자치도,강릉시,교동,2월,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
강원특별자치도,강릉시,교동,3월,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0
강원특별자치도,강릉시,교동,4월,2.0,2.0,1.0,9.0,0.0,3.0,2.0,0.0,2.0
강원특별자치도,강릉시,교동,5월,0.0,2.0,5.0,10.0,1.0,4.0,1.0,1.0,2.0
강원특별자치도,강릉시,교동,6월,0.0,0.0,3.0,5.0,0.0,3.0,1.0,1.0,4.0
강원특별자치도,강릉시,교동,7월,0.0,0.0,1.0,3.0,3.0,2.0,3.0,0.0,2.0
강원특별자치도,강릉시,교동,8월,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0
강원특별자치도,강릉시,교동,9월,0.0,1.0,4.0,6.0,0.0,6.0,1.0,0.0,2.0
강원특별자치도,강릉시,교동,10월,1.0,0.0,2.0,9.0,0.0,1.0,4.0,1.0,3.0
강원특별자치도,강릉시,교동,11월,0.0,2.0,1.0,4.0,0.0,1.0,2.0,0.0,1.0
강원특별자치도,강릉시,교동,12월,0.0,0.0,1.0,4.0,1.0,2.0,2.0,0.0,1.0
강원특별자치도,강릉시,구정면,7월,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,남문동,4월,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
강원특별자치도,강릉시,남문동,5월,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
강원특별자치도,강릉시,남문동,6월,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
강원특별자치도,강릉시,남문동,11월,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
강원특별자치도,강릉시,내곡동,1월,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
강원특별자치도,강릉시,내곡동,4월,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
강원특별자치도,강릉시,내곡동,5월,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,내곡동,6월,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
강원특별자치도,강릉시,내곡동,8월,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
강원특별자치도,강릉시,내곡동,9월,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
강원특별자치도,강릉시,내곡동,11월,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,내곡동,12월,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
강원특별자치도,강릉시,노암동,1월,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,노암동,3월,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
강원특별자치도,강릉시,노암동,4월,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
강원특별자치도,강릉시,노암동,5월,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0
강원특별자치도,강릉시,노암동,6월,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0
강원특별자치도,강릉시,노암동,7월,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
강원특별자치도,강릉시,노암동,8월,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
강원특별자치도,강릉시,노암동,9월,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,노암동,10월,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,노암동,11월,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,노암동,12월,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,대전동,3월,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
강원특별자치도,강릉시,대전동,6월,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
강원특별자치도,강릉시,대전동,7월,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
강원특별자치도,강릉시,대전동,8월,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,대전동,9월,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,대전동,10월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
강원특별자치도,강릉시,대전동,12월,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
강원특별자치도,강릉시,병산동,4월,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
강원특별자치도,강릉시,병산동,8월,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
강원특별자치도,강릉시,사천면,1월,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
강원특별자치도,강릉시,사천면,2월,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,사천면,3월,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
강원특별자치도,강릉시,사천면,4월,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,사천면,5월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
강원특별자치도,강릉시,사천면,7월,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
강원특별자치도,강릉시,사천면,8월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
강원특별자치도,강릉시,사천면,9월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
강원특별자치도,강릉시,성남동,2월,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,성남동,7월,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,성내동,3월,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
강원특별자치도,강릉시,성내동,4월,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
강원특별자치도,강릉시,성내동,5월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
강원특별자치도,강릉시,성내동,10월,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
강원특별자치도,강릉시,성내동,12월,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
강원특별자치도,강릉시,성산면,1월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
강원특별자치도,강릉시,성산면,2월,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
강원특별자치도,강릉시,성산면,4월,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
강원특별자치도,강릉시,성산면,5월,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
강원특별자치도,강릉시,성산면,7월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
강원특별자치도,강릉시,성산면,8월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
강원특별자치도,강릉시,송정동,2월,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
강원특별자치도,강릉시,송정동,3월,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,송정동,4월,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0
강원특별자치도,강릉시,송정동,5월,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,송정동,7월,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
강원특별자치도,강릉시,송정동,9월,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,송정동,10월,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
강원특별자치도,강릉시,송정동,11월,0.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0
강원특별자치도,강릉시,송정동,12월,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,안현동,1월,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
강원특별자치도,강릉시,안현동,4월,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
강원특별자치도,강릉시,안현동,6월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
강원특별자치도,강릉시,안현동,8월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
강원특별자치도,강릉시,안현동,9월,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,안현동,10월,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
강원특별자치도,강릉시,연곡면,1월,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
강원특별자치도,강릉시,연곡면,2월,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,연곡면,4월,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,연곡면,5월,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,연곡면,7월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
강원특별자치도,강릉시,연곡면,8월,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,연곡면,9월,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
강원특별자치도,강릉시,옥계면,5월,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
강원특별자치도,강릉시,옥계면,6월,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
강원특별자치도,강릉시,옥계면,7월,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0
강원특별자치도,강릉시,옥계면,8월,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
강원특별자치도,강릉시,옥계면,9월,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
강원특별자치도,강릉시,옥계면,10월,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0
강원특별자치도,강릉시,옥계면,11월,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,옥천동,2월,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
강원특별자치도,강릉시,옥천동,5월,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,옥천동,7월,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,옥천동,8월,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,옥천동,9월,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
강원특별자치도,강릉시,옥천동,10월,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0
강원특별자치도,강릉시,옥천동,11월,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
강원특별자치도,강릉시,옥천동,12월,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
강원특별자치도,강릉시,왕산면,2월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
강원특별자치도,강릉시,왕산면,7월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
강원특별자치도,강릉시,왕산면,12월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
강원특별자치도,강릉시,용강동,11월,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
강원특별자치도,강릉시,운산동,7월,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
강원특별자치도,강릉시,운정동,5월,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,운정동,7월,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,월호평동,5월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
강원특별자치도,강릉시,유산동,1월,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
강원특별자치도,강릉시,유산동,11월,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
강원특별자치도,강릉시,유산동,12월,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
강원특별자치도,강릉시,유천동,1월,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,유천동,3월,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,유천동,4월,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
강원특별자치도,강릉시,유천동,5월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
강원특별자치도,강릉시,유천동,6월,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
강원특별자치도,강릉시,유천동,7월,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
강원특별자치도,강릉시,유천동,8월,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
강원특별자치도,강릉시,유천동,9월,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
강원특별자치도,강릉시,유천동,11월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
강원특별자치도,강릉시,유천동,12월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
강원특별자치도,강릉시,임당동,6월,0.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0
강원특별자치도,강릉시,임당동,7월,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,임당동,8월,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
강원특별자치도,강릉시,입암동,1월,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
강원특별자치도,강릉시,입암동,3월,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0
강원특별자치도,강릉시,입암동,4월,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
강원특별자치도,강릉시,입암동,5월,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,입암동,6월,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0
강원특별자치도,강릉시,입암동,7월,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
강원특별자치도,강릉시,입암동,8월,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,입암동,9월,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0
강원특별자치도,강릉시,입암동,10월,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
강원특별자치도,강릉시,입암동,11월,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0
강원특별자치도,강릉시,입암동,12월,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
강원특별자치도,강릉시,장현동,5월,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
강원특별자치도,강릉시,저동,10월,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,주문진읍,1월,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
강원특별자치도,강릉시,주문진읍,3월,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
강원특별자치도,강릉시,주문진읍,4월,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
강원특별자치도,강릉시,주문진읍,6월,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,주문진읍,7월,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
강원특별자치도,강릉시,주문진읍,9월,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
강원특별자치도,강릉시,주문진읍,10월,0.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,1.0
강원특별자치도,강릉시,죽헌동,5월,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
강원특별자치도,강릉시,죽헌동,6월,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0
강원특별자치도,강릉시,죽헌동,7월,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0
강원특별자치도,강릉시,죽헌동,9월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
강원특별자치도,강릉시,죽헌동,12월,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,지변동,5월,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0
강원특별자치도,강릉시,지변동,6월,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
강원특별자치도,강릉시,지변동,7월,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,청량동,9월,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,청량동,12월,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,초당동,4월,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,초당동,8월,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
강원특별자치도,강릉시,초당동,10월,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
강원특별자치도,강릉시,초당동,11월,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
강원특별자치도,강릉시,초당동,12월,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,포남동,1월,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0
강원특별자치도,강릉시,포남동,2월,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
강원특별자치도,강릉시,포남동,3월,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
강원특별자치도,강릉시,포남동,4월,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
강원특별자치도,강릉시,포남동,5월,1.0,2.0,1.0,5.0,1.0,3.0,4.0,0.0,0.0
강원특별자치도,강릉시,포남동,6월,0.0,0.0,3.0,1.0,1.0,2.0,1.0,0.0,2.0
강원특별자치도,강릉시,포남동,7월,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
강원특별자치도,강릉시,포남동,8월,0.0,0.0,3.0,4.0,1.0,0.0,2.0,0.0,3.0
강원특별자치도,강릉시,포남동,9월,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0
강원특별자치도,강릉시,포남동,10월,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
강원특별자치도,강릉시,포남동,11월,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
강원특별자치도,강릉시,포남동,12월,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,3.0
강원특별자치도,강릉시,홍제동,1월,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
강원특별자치도,강릉시,홍제동,2월,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
강원특별자치도,강릉시,홍제동,3월,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,홍제동,4월,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0
강원특별자치도,강릉시,홍제동,5월,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0
강원특별자치도,강릉시,홍제동,6월,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0
강원특별자치도,강릉시,홍제동,7월,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0
강원특별자치도,강릉시,홍제동,8월,0.0,0.0,2.0,5.0,0.0,3.0,1.0,2.0,4.0
강원특별자치도,강릉시,홍제동,9월,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
강원특별자치도,강릉시,홍제동,10월,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0
강원특별자치도,강릉시,홍제동,11월,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
강원특별자치도,강릉시,홍제동,12월,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0
강원특별자치도,강릉시,회산동,4월,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
강원특별자치도,강릉시,회산동,5월,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
강원특별자치도,강릉시,회산동,6월,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0
강원특별자치도,강릉시,회산동,8월,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,강릉시,회산동,11월,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
강원특별자치도,강릉시,회산동,12월,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
강원특별자치도,고성군,간성읍,3월,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
강원특별자치도,고성군,간성읍,6월,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
강원특별자치도,고성군,간성읍,7월,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
강원특별자치도,고성군,간성읍,11월,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
강원특별자치도,고성군,간성읍,12월,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
강원특별자치도,고성군,죽왕면,7월,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
강원특별자치도,고성군,죽왕면,8월,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,고성군,죽왕면,10월,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,고성군,죽왕면,11월,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,고성군,토성면,4월,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
강원특별자치도,고성군,토성면,6월,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
강원특별자치도,고성군,토성면,7월,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0
강원특별자치도,고성군,토성면,8월,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
강원특별자치도,고성군,토성면,9월,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
강원특별자치도,고성군,토성면,10월,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0
강원특별자치도,고성군,토성면,11월,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
강원특별자치도,고성군,토성면,12월,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
강원특별자치도,고성군,현내면,5월,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
강원특별자치도,동해시,구미동,1월,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,동해시,구미동,4월,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,동해시,구미동,5월,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,동해시,구미동,8월,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,동해시,구미동,11월,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,동해시,구호동,3월,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,동해시,구호동,5월,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,동해시,구호동,6월,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0
강원특별자치도,동해시,구호동,7월,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,동해시,구호동,8월,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,동해시,구호동,12월,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,동해시,귀운동,8월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
강원특별자치도,동해시,나안동,4월,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
강원특별자치도,동해시,나안동,6월,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
강원특별자치도,동해시,나안동,8월,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
강원특별자치도,동해시,나안동,9월,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
강원특별자치도,동해시,나안동,10월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
